Date,Adj Close
2/15/2018,10166.40039
2/16/2018,10233.90039
2/17/2018,11112.7002
2/18/2018,10551.79981
2/19/2018,11225.29981
2/20/2018,11403.7002
2/21/2018,10690.40039
2/22/2018,10005
2/23/2018,10301.09961
2/24/2018,9813.070313
2/25/2018,9664.730469
2/26/2018,10366.7002
2/27/2018,10725.59961
2/28/2018,10397.90039
3/1/2018,10951
3/2/2018,11086.40039
3/3/2018,11489.7002
3/4/2018,11512.59961
3/5/2018,11573.29981
3/6/2018,10779.90039
3/7/2018,9965.570313
3/8/2018,9395.009766
3/9/2018,9337.549805
3/10/2018,8866
3/11/2018,9578.629883
3/12/2018,9205.120117
3/13/2018,9194.849609
3/14/2018,8269.80957
3/15/2018,8300.860352
3/16/2018,8338.349609
3/17/2018,7916.879883
3/18/2018,8223.679688
3/19/2018,8630.650391
3/20/2018,8913.469727
3/21/2018,8929.280273
3/22/2018,8728.469727
3/23/2018,8879.620117
3/24/2018,8668.120117
3/25/2018,8495.780273
3/26/2018,8209.400391
3/27/2018,7833.040039
3/28/2018,7954.47998
3/29/2018,7165.700195
3/30/2018,6890.52002
3/31/2018,6973.529785
4/1/2018,6844.22998
4/2/2018,7083.799805
4/3/2018,7456.109863
4/4/2018,6853.839844
4/5/2018,6811.470215
4/6/2018,6636.319824
4/7/2018,6911.089844
4/8/2018,7023.52002
4/9/2018,6770.72998
4/10/2018,6834.759766
4/11/2018,6968.319824
4/12/2018,7889.25
4/13/2018,7895.959961
4/14/2018,7986.240234
4/15/2018,8329.110352
4/16/2018,8058.669922
4/17/2018,7902.089844
4/18/2018,8163.419922
4/19/2018,8294.30957
4/20/2018,8845.830078
4/21/2018,8895.580078
4/22/2018,8802.459961
4/23/2018,8930.879883
4/24/2018,9697.5
4/25/2018,8845.740234
4/26/2018,9281.509766
4/27/2018,8987.049805
4/28/2018,9348.480469
4/29/2018,9419.080078
4/30/2018,9240.549805
5/1/2018,9119.009766
5/2/2018,9235.919922
5/3/2018,9743.860352
5/4/2018,9700.759766
5/5/2018,9858.150391
5/6/2018,9654.799805
5/7/2018,9373.009766
5/8/2018,9234.820313
5/9/2018,9325.179688
5/10/2018,9043.94043
5/11/2018,8441.490234
5/12/2018,8504.889648
5/13/2018,8723.94043
5/14/2018,8716.790039
5/15/2018,8510.379883
5/16/2018,8368.830078
5/17/2018,8094.319824
5/18/2018,8250.969727
5/19/2018,8247.179688
5/20/2018,8513.25
5/21/2018,8418.990234
5/22/2018,8041.779785
5/23/2018,7557.819824
5/24/2018,7587.339844
5/25/2018,7480.140137
5/26/2018,7355.879883
5/27/2018,7368.220215
5/28/2018,7135.990234
5/29/2018,7472.589844
5/30/2018,7406.52002
5/31/2018,7494.169922
6/1/2018,7541.450195
6/2/2018,7643.450195
6/3/2018,7720.25
6/4/2018,7514.470215
6/5/2018,7633.759766
6/6/2018,7653.97998
6/7/2018,7678.240234
6/8/2018,7624.919922
6/9/2018,7531.97998
6/10/2018,6786.02002
6/11/2018,6906.919922
6/12/2018,6582.359863
6/13/2018,6349.899902
6/14/2018,6675.350098
6/15/2018,6456.580078
6/16/2018,6550.160156
6/17/2018,6499.27002
6/18/2018,6734.819824
6/19/2018,6769.939941
6/20/2018,6776.549805
6/21/2018,6729.740234
6/22/2018,6083.689941
6/23/2018,6162.47998
6/24/2018,6173.22998
6/25/2018,6249.180176
6/26/2018,6093.669922
6/27/2018,6157.129883
6/28/2018,5903.439941
6/29/2018,6218.299805
6/30/2018,6404
7/1/2018,6385.819824
7/2/2018,6614.180176
7/3/2018,6529.589844
7/4/2018,6597.549805
7/5/2018,6639.140137
7/6/2018,6673.5
7/7/2018,6856.930176
7/8/2018,6773.879883
7/9/2018,6741.75
7/10/2018,6329.950195
7/11/2018,6394.709961
7/12/2018,6228.810059
7/13/2018,6238.049805
7/14/2018,6276.120117
7/15/2018,6359.640137
7/16/2018,6741.75
7/17/2018,7321.040039
7/18/2018,7370.779785
7/19/2018,7466.859863
7/20/2018,7354.129883
7/21/2018,7419.290039
7/22/2018,7418.490234
7/23/2018,7711.109863
7/24/2018,8424.269531
7/25/2018,8181.390137
7/26/2018,7951.580078
7/27/2018,8165.009766
7/28/2018,8192.150391
7/29/2018,8218.459961
7/30/2018,8180.47998
7/31/2018,7780.439941
8/1/2018,7624.910156
8/2/2018,7567.149902
8/3/2018,7434.390137
