,Date,Cases,Deaths
194,2020-08-02,4679291,155337
195,2020-08-03,4726775,155945
196,2020-08-04,4780324,157301
197,2020-08-05,4834047,158554
198,2020-08-06,4891561,159625
199,2020-08-07,4952718,160981
200,2020-08-08,5007958,161947
201,2020-08-09,5056438,162486
202,2020-08-10,5103611,163023
203,2020-08-11,5156968,164474
204,2020-08-12,5211246,165952
205,2020-08-13,5265307,167165
206,2020-08-14,5324784,168341
207,2020-08-15,5375527,169400
208,2020-08-16,5417664,169915
209,2020-08-17,5455187,170449
210,2020-08-18,5498420,171798
211,2020-08-19,5541433,173093
212,2020-08-20,5587475,174136
213,2020-08-21,5636491,175297
214,2020-08-22,5681517,176247
215,2020-08-23,5713850,176693
216,2020-08-24,5754254,177197
217,2020-08-25,5793385,178410
218,2020-08-26,5838532,179603
219,2020-08-27,5884368,180729
220,2020-08-28,5930932,181739
221,2020-08-29,5975541,182610
222,2020-08-30,6008970,182984
223,2020-08-31,6045457,183472
224,2020-09-01,6089506,184563
225,2020-09-02,6121950,185639
226,2020-09-03,6168347,186717
227,2020-09-04,6220448,187697
228,2020-09-05,6262701,188409
229,2020-09-06,6292699,188820
230,2020-09-07,6317865,189083
231,2020-09-08,6346807,189541
232,2020-09-09,6380139,190716
233,2020-09-10,6418200,191631
234,2020-09-11,6465767,192858
235,2020-09-12,6504871,193559
236,2020-09-13,6538214,193958
237,2020-09-14,6575101,194408
238,2020-09-15,6614318,195689
239,2020-09-16,6653586,196686
240,2020-09-17,6698896,197535
241,2020-09-18,6747783,198484
242,2020-09-19,6789594,199154
243,2020-09-20,6825950,199367
244,2020-09-21,6880902,199797
245,2020-09-22,6918293,200738
246,2020-09-23,6959842,201828
247,2020-09-24,7005046,202713
248,2020-09-25,7059627,203566
249,2020-09-26,7102322,204335
250,2020-09-27,7139620,204602
251,2020-09-28,7176980,204952
252,2020-09-29,7220677,205878
253,2020-09-30,7262735,206852
254,2020-10-01,7309153,207699
255,2020-10-02,7362733,208564
256,2020-10-03,7410512,209273
257,2020-10-04,7445575,209606
258,2020-10-05,7507988,210035
259,2020-10-06,7550850,210756
260,2020-10-07,7603867,211752
261,2020-10-08,7660249,212680
262,2020-10-09,7719211,213595
263,2020-10-10,7770859,214187
264,2020-10-11,7815642,214606
265,2020-10-12,7863658,214957
266,2020-10-13,7918051,215783
267,2020-10-14,7977904,216792
268,2020-10-15,8043257,217585
269,2020-10-16,8113721,218476
270,2020-10-17,8166482,219154
271,2020-10-18,8214364,219541
272,2020-10-19,8279804,220058
273,2020-10-20,8340398,220987
274,2020-10-21,8404635,222195
275,2020-10-22,8479765,223023
276,2020-10-23,8565062,223953
277,2020-10-24,8643641,224825
278,2020-10-25,8703356,225164
279,2020-10-26,8777994,225701
280,2020-10-27,8852381,226684
281,2020-10-28,8934263,227702
282,2020-10-29,9024932,228706
283,2020-10-30,9124800,229674
284,2020-10-31,9209007,230512
285,2020-11-01,9283202,230940
286,2020-11-02,9377208,231480
287,2020-11-03,9469624,232610
288,2020-11-04,9577702,234226
289,2020-11-05,9699051,235334
290,2020-11-06,9831874,236582
291,2020-11-07,9957805,237589
292,2020-11-08,10061128,238053
293,2020-11-09,10191572,238798
294,2020-11-10,10331256,240262
295,2020-11-11,10474295,241693
296,2020-11-12,10637946,242865
297,2020-11-13,10819442,244255
298,2020-11-14,10978475,245465
299,2020-11-15,11113661,246088
300,2020-11-16,11280224,246884
301,2020-11-17,11441855,248491
302,2020-11-18,11614135,250415
303,2020-11-19,11801643,252376
304,2020-11-20,12000502,254333
305,2020-11-21,12172435,255758
306,2020-11-22,12313229,256601
307,2020-11-23,12492852,257639
308,2020-11-24,12670710,259848
309,2020-11-25,12851300,262161
310,2020-11-26,12954294,263339
311,2020-11-27,13160133,264751
312,2020-11-28,13311541,265943
313,2020-11-29,13447663,266761
314,2020-11-30,13615321,268031
315,2020-12-01,13799549,270639
316,2020-12-02,14000721,273525
317,2020-12-03,14218459,276381
318,2020-12-04,14449827,279018
319,2020-12-05,14655535,281208
320,2020-12-06,14827456,282319
321,2020-12-07,15031979,283853
322,2020-12-08,15251693,286674
323,2020-12-09,15471409,289830
324,2020-12-10,15697131,292771
325,2020-12-11,15977147,295726
326,2020-12-12,16184679,297981
327,2020-12-13,16368898,299338
328,2020-12-14,16569783,301016
329,2020-12-15,16772936,304041
330,2020-12-16,17017763,307652
331,2020-12-17,17255472,310950
332,2020-12-18,17506662,313820
333,2020-12-19,17700567,316381
334,2020-12-20,17880478,317810
335,2020-12-21,18081996,319773
336,2020-12-22,18283633,323012
337,2020-12-23,18511396,326424
338,2020-12-24,18704907,329248
339,2020-12-25,18805838,330377
340,2020-12-26,19022699,332023
341,2020-12-27,19174788,333253
342,2020-12-28,19363798,335152
343,2020-12-29,19564828,338780
344,2020-12-30,19793777,342588
345,2020-12-31,20024801,346050
346,2021-01-01,20172049,347970
347,2021-01-02,20463659,350343
348,2021-01-03,20665439,351694
349,2021-01-04,20917269,353743
350,2021-01-05,21152285,357432
351,2021-01-06,21408251,361396
352,2021-01-07,21688585,365509
353,2021-01-08,21989362,369404
354,2021-01-09,22241281,372663
355,2021-01-10,22449576,374440
356,2021-01-11,22675892,376488
357,2021-01-12,22905869,380894
358,2021-01-13,23135194,384824
359,2021-01-14,23374716,388804
360,2021-01-15,23614569,392553
361,2021-01-16,23816762,395894
362,2021-01-17,23986856,397624
363,2021-01-18,24127989,399065
364,2021-01-19,24314933,401836
365,2021-01-20,24500421,406216
366,2021-01-21,24690903,410351
367,2021-01-22,24882468,414082
368,2021-01-23,25050385,417404
369,2021-01-24,25180061,419219
370,2021-01-25,25336637,421126
371,2021-01-26,25487275,425224
372,2021-01-27,25643045,429326
373,2021-01-28,25809220,433194
374,2021-01-29,25973835,436794
375,2021-01-30,26107635,439435
376,2021-01-31,26221675,441299
377,2021-02-01,26363284,443249
378,2021-02-02,26478540,446860
379,2021-02-03,26598723,450703
380,2021-02-04,26724359,455820
381,2021-02-05,26853860,459390
